coord_x,coord_y,label
-0.061428057485342566,-2.1266034663450712,1
-2.0760439227356224,-0.266068196652047,1
1.961999995576661,-0.8969169892783451,1
-1.4119810857105868,-1.1803637407807936,1
2.108334745734731,-0.22236769768966635,1
0.5161876520751184,-1.2709447288767992,1
1.1507933389933804,1.5970908386322193,1
-2.520096590757592,9.37086720104335,2
-1.064282108960059,1.4805567359696785,1
7.789105387171204,6.020953039383779,2
8.49758614174973,-3.999076872293605,2
0.27889534378828373,10.081184597651406,2
3.677129078461732,9.457243382791198,2
-1.473480567513904,1.3189815160223106,1
7.913500164163924,6.194501314841081,2
-5.387233008953871,-8.65917345710715,2
-0.49160105534448817,1.9213672708521923,1
0.527874910390555,-1.9128421807067155,1
1.7214813362177823,0.49171823358781275,1
-9.26887333195196,3.9795734269504464,2
5.054464651979126,7.968288827619776,2
1.3810296681773118,-1.3732824684937917,1
-1.7782066374037488,-0.9758418737830578,1
5.264857714010557,8.368724685251657,2
-1.5149509842243307,1.0439775443945294,1
2.024220765274754,-0.4706832166843462,1
1.679249331759641,-1.091408325853816,1
-9.64105045576369,1.091078885051592,2
2.0193004551738527,9.753206197590988,2
-8.741256005723388,-5.221022825037881,2
1.4951378018566777,0.7840860684020219,1
-1.7769035413891936,-1.0094113281361712,1
7.868145093583414,5.43569887116258,2
1.5507802986028074,-1.4298502455659707,1
0.9328753331353149,10.087110327853694,2
2.147505659802357,0.5946708437750539,1
3.3616813894467854,9.491354242300265,2
-1.774969187189743,-0.7002543003035469,1
-0.7078963097801982,2.353579493561786,1
8.716130933148296,5.075227544083568,2
10.1027082851632,1.8631089705473043,2
-1.981458687398952,-0.7096104355130356,1
-1.4044129894138733,-0.18206179054924704,1
-8.56443358668898,-5.672670896254063,2
-10.157866981574735,1.2388085357196663,2
2.187437692190773,-0.2833550817576112,1
-4.579659107900631,8.615116681453182,2
1.9397877612391063,0.2943548106647197,1
0.6590434651112829,-1.7211890643555483,1
9.884600884242378,-2.4430168334960554,2
-1.680107430927785,0.230287648011646,1
0.7224739046120096,2.12542761738205,1
-3.9723959968195626,9.399317405839241,2
3.017685232018317,-9.50402502070565,2
-0.9806211592875171,-1.6552072842992505,1
6.108718996552009,7.790103521165359,2
1.6844986111531532,-1.643455469175989,1
0.8625676617431343,1.707705009712652,1
9.334365984190049,-3.700812259664678,2
-9.426286994917653,4.064243232954991,2
-8.06530634461076,5.726632597734117,2
-9.823429242428217,-0.9523131663920623,2
8.563105061465146,-4.657413049931973,2
7.465955416905477,6.326354977606768,2
-2.499606873709706,9.605299731736084,2
-1.3415635003304838,1.1808173398257207,1
4.093370249249261,-9.329903547705944,2
9.010458645010551,-4.358578984659407,2
-7.7989144953949046,6.613431067878608,2
1.510370217769166,-1.2720862227222858,1
-1.115930737821674,1.2243409346492715,1
-3.339472484261036,-9.459752685512777,2
-1.24846753847796,-1.5689291156666574,1
1.22723788601479,1.1278926113659815,1
-6.13273114449308,-7.405604873971781,2
-10.181254555097585,-0.4788555269812048,2
-1.9406476036576596,-0.22817695006646593,1
-1.4548019707879565,-1.1850328825974812,1
-9.547284951342194,-3.5580224336138278,2
0.995872949918391,-1.9578333119036797,1
-1.8602387428278297,0.39809153449506773,1
-4.1475801865480335,8.790390910279772,2
6.970784284664565,-7.56465772550471,2
1.4301495717772053,-1.6078106853328578,1
-2.121558612422572,0.49344005586363016,1
-1.2900393315577552,-1.3233733831037995,1
5.992057556052358,8.090509028528363,2
-8.025338516822522,5.562659127031202,2
1.5965123858310264,-1.1975558976814105,1
-9.287510448854256,-4.341026241671512,2
2.324958272662834,0.02131217383396765,1
-2.136810726502945,-0.5634296308616406,1
-3.358127359164536,9.031711141591726,2
-1.289447297412562,1.4982386765082,1
-0.16034378354802056,-1.740434243175715,1
1.5881336610455612,-9.917636973576677,2
-1.9536569499178962,-0.4780288311377648,1
0.5768477563005501,1.9156366938833704,1
0.24232511296960163,2.2793046367260974,1
-2.129397900197523,-0.29655392655735086,1
8.678927962549814,-5.345797435397282,2
1.8647542366739707,-0.9438661041781597,1
0.9972763951758297,1.6979177337923874,1
-9.666713513589045,1.8074634411686272,2
-0.7065903996138712,1.8860926581270503,1
-0.41279061576014997,2.227579839633038,1
2.0338797160931312,-0.797148819997632,1
-2.129484043766605,-0.5871039254063469,1
5.1970210364333145,-8.509669568385561,2
10.059138754062912,-1.7906611632620266,2
9.615881495265045,1.9082380178776235,2
-5.532058730710116,-8.324847023295709,2
0.4285138248673144,-2.2338305803130645,1
2.072252267797323,0.7492179091782248,1
1.5261163268572324,1.9572234380644058,1
-0.8272878848832389,1.7061685320404303,1
-2.0933559610335295,0.6635638793768791,1
1.2840290367625942,1.4018733244282438,1
6.200151817668834,8.190833964196742,2
8.877996295410458,-4.836254450470827,2
-9.822046589059783,-0.376555677067185,2
-3.845094934019172,-9.107670484477552,2
-1.850027013384332,-0.4996483025027043,1
1.4702384736404703,-9.95637149504034,2
6.471912976744569,8.211810642575223,2
0.2818601982938337,-9.684101566289517,2
-1.48263122977445,1.2666349260709104,1
0.3551043620043236,-1.5301044896652591,1
-3.6663472049472583,9.27036040562433,2
-8.302547490334785,6.087296843675908,2
1.965197119933192,-0.2673049345386688,1
1.8434079090965085,-0.2090909855790848,1
-0.6918023559189512,1.9453663381428168,1
-9.653661339263614,-1.6955064472935208,2
-1.5918344839766623,-1.3062138543832007,1
0.22573583140628584,2.093827845312415,1
9.832667494843934,-0.9098926461356351,2
-0.44223656152575774,-2.2259126508744,1
-4.75158166952982,-9.096095463942818,2
-5.975265545845068,-8.172393343634347,2
1.0113935958038223,-1.5285150164475778,1
5.741084554378036,-8.15825701896155,2
0.4334922168218569,1.923857910132782,1
9.090837372010306,3.970299409963531,2
-10.229732465059675,1.1028385167998382,2
1.4878777902458409,1.2782112549576423,1
-1.2637843465566005,-1.573077752218931,1
-6.62697000857503,-7.303417963292931,2
-7.949786884852011,-5.959696517730698,2
10.031380154303339,-0.6386279715547097,2
0.27543316451459615,1.9663324384712573,1
9.505318980686095,2.867925681246277,2
-2.2943227873185608,-0.08694284020097054,1
1.1332350712146286,-1.704844568946948,1
-1.1642730286474543,-1.4598288214445116,1
-1.4528622597767153,1.332988330191764,1
-1.6227564943101667,0.9010960299304047,1
-1.0847455994477517,1.5560509073400879,1
-0.07463832286340366,1.7549462704666352,1
0.6229927299459569,-1.6898537930513862,1
-1.909792505549731,-0.03772385492719968,1
2.493524287140606,-9.393157260782218,2
-1.0965749076493243,-9.970031458370988,2
-4.795925492569553,-9.399402630121488,2
